期号,开奖日期,第1位结果,第2位结果,第3位结果,跨度,和值,杀码公式,杀码,杀码正确,杀码情况,形态,形态预测,形态预测正确,形态情况,十位,个位,和,独胆,独胆正确,独胆情况,直选中奖注数,直选中奖奖金,组3中奖注数,组3中奖奖金,组六中奖注数,组六中奖金额,总销售额,开奖公告
24032,2024-2-1,8,0,5,8,13,37411,7,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"13,058","1,040",0,346,"35,114",173,"50,637,472",https://pdf.sporttery.cn/28200/24032/24032.pdf
24031,2024-1-31,6,8,2,6,16,52206,2,FALSE,,组六,组六,TRUE,,0,6,6,6,TRUE,,"21,854","1,040",0,346,"67,802",173,"49,967,006",https://pdf.sporttery.cn/28200/24031/24031.pdf
24030,2024-1-30,9,5,1,8,15,31526,1,FALSE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"45,315","1,040",0,346,"41,328",173,"48,565,976",https://pdf.sporttery.cn/28200/24030/24030.pdf
24029,2024-1-29,5,7,5,2,17,14146,4,TRUE,,组三,组六,FALSE,,4,6,10,0,FALSE,,"19,306","1,040","26,864",346,0,173,"48,281,412",https://pdf.sporttery.cn/28200/24029/24029.pdf
24028,2024-1-28,2,5,9,7,16,27511,7,TRUE,,组六,组六,TRUE,,1,1,2,2,TRUE,,"11,210","1,040",0,346,"26,889",173,"47,503,034",https://pdf.sporttery.cn/28200/24028/24028.pdf
24027,2024-1-27,5,0,2,5,7,41206,1,TRUE,,组六,组六,TRUE,,0,6,6,6,FALSE,,"15,466","1,040",0,346,"35,391",173,"47,655,112",https://pdf.sporttery.cn/28200/24027/24027.pdf
24026,2024-1-26,7,5,1,6,13,17171,7,FALSE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"10,839","1,040",0,346,"32,708",173,"49,069,650",https://pdf.sporttery.cn/28200/24026/24026.pdf
24025,2024-1-25,3,1,4,3,8,10846,0,TRUE,,组六,组六,TRUE,,4,6,10,0,FALSE,,"14,604","1,040",0,346,"31,875",173,"47,268,374",https://pdf.sporttery.cn/28200/24025/24025.pdf
24024,2024-1-24,1,9,9,8,19,43516,3,TRUE,,组三,组六,FALSE,,1,6,7,7,FALSE,,"11,441","1,040","16,181",346,0,173,"47,216,734",https://pdf.sporttery.cn/28200/24024/24024.pdf
24023,2024-1-23,7,9,3,6,19,6721,7,FALSE,,组六,组六,TRUE,,2,1,3,3,TRUE,,"16,288","1,040",0,346,"42,495",173,"46,780,452",https://pdf.sporttery.cn/28200/24023/24023.pdf
24022,2024-1-22,1,2,4,3,7,20251,0,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"18,088","1,040",0,346,"38,035",173,"46,602,264",https://pdf.sporttery.cn/28200/24022/24022.pdf
24021,2024-1-21,3,7,0,7,10,22231,2,TRUE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"8,836","1,040",0,346,"22,843",173,"45,936,524",https://pdf.sporttery.cn/28200/24021/24021.pdf
24020,2024-1-20,4,0,6,6,10,17116,7,TRUE,,组六,组六,TRUE,,1,6,7,7,FALSE,,"17,681","1,040",0,346,"44,792",173,"45,399,140",https://pdf.sporttery.cn/28200/24020/24020.pdf
24019,2024-1-19,3,1,3,2,7,47146,7,TRUE,,组三,组六,FALSE,,4,6,10,0,FALSE,,"25,493","1,040","26,109",346,0,173,"48,413,108",https://pdf.sporttery.cn/28200/24019/24019.pdf
24018,2024-1-18,8,5,9,4,22,30426,0,TRUE,,组六,组六,TRUE,,2,6,8,8,TRUE,,"9,401","1,040",0,346,"26,747",173,"45,998,926",https://pdf.sporttery.cn/28200/24018/24018.pdf
24017,2024-1-17,5,5,5,0,15,38511,8,TRUE,,豹子,组六,FALSE,,1,1,2,2,FALSE,,"86,593","1,040",0,346,0,173,"48,629,764",https://pdf.sporttery.cn/28200/24017/24017.pdf
24016,2024-1-16,7,0,2,7,9,26026,6,TRUE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"19,563","1,040",0,346,"25,539",173,"48,983,596",https://pdf.sporttery.cn/28200/24016/24016.pdf
24015,2024-1-15,4,7,5,3,16,10186,0,TRUE,,组六,组六,TRUE,,8,6,14,4,TRUE,,"12,364","1,040",0,346,"56,124",173,"48,024,878",https://pdf.sporttery.cn/28200/24015/24015.pdf
24014,2024-1-14,1,8,7,7,16,54076,4,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"9,632","1,040",0,346,"30,368",173,"47,148,482",https://pdf.sporttery.cn/28200/24014/24014.pdf
24013,2024-1-13,9,8,5,4,22,4356,3,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"17,661","1,040",0,346,"34,554",173,"47,305,532",https://pdf.sporttery.cn/28200/24013/24013.pdf
24012,2024-1-12,0,8,1,8,9,4301,3,TRUE,,组六,组六,TRUE,,0,1,1,1,TRUE,,"13,285","1,040",0,346,"31,642",173,"50,586,872",https://pdf.sporttery.cn/28200/24012/24012.pdf
24011,2024-1-11,0,8,0,8,8,15356,5,TRUE,,组三,组六,FALSE,,5,6,11,1,FALSE,,"13,451","1,040","19,035",346,0,173,"52,306,342",https://pdf.sporttery.cn/28200/24011/24011.pdf
24010,2024-1-10,2,8,1,7,11,44726,4,TRUE,,组六,组六,TRUE,,2,6,8,8,TRUE,,"12,919","1,040",0,346,"27,888",173,"49,546,156",https://pdf.sporttery.cn/28200/24010/24010.pdf
24009,2024-1-9,8,1,5,7,14,22176,2,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"21,273","1,040",0,346,"39,489",173,"49,813,410",https://pdf.sporttery.cn/28200/24009/24009.pdf
24008,2024-1-8,4,0,5,5,9,48741,8,TRUE,,组六,组六,TRUE,,4,1,5,5,TRUE,,"8,569","1,040",0,346,"23,374",173,"51,321,620",https://pdf.sporttery.cn/28200/24008/24008.pdf
24007,2024-1-7,8,8,8,0,24,15521,5,TRUE,,豹子,组六,FALSE,,2,1,3,3,FALSE,,"133,249","1,040",0,346,0,173,"47,770,868",https://pdf.sporttery.cn/28200/24007/24007.pdf
24006,2024-1-6,2,8,4,6,14,14146,4,FALSE,,组六,组六,TRUE,,4,6,10,0,FALSE,,"8,239","1,040",0,346,"43,180",173,"46,482,784",https://pdf.sporttery.cn/28200/24006/24006.pdf
24005,2024-1-5,2,5,9,7,16,36476,6,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"23,390","1,040",0,346,"43,846",173,"49,817,476",https://pdf.sporttery.cn/28200/24005/24005.pdf
24004,2024-1-4,6,6,5,1,17,36531,6,FALSE,,组三,组六,FALSE,,3,1,4,4,FALSE,,"16,553","1,040","31,804",346,0,173,"49,542,826",https://pdf.sporttery.cn/28200/24004/24004.pdf
24003,2024-1-3,6,6,6,0,18,29821,9,TRUE,,豹子,组六,FALSE,,2,1,3,3,FALSE,,"239,113","1,040",0,346,0,173,"48,823,570",https://pdf.sporttery.cn/28200/24003/24003.pdf
24002,2024-1-2,5,4,4,1,13,22066,2,TRUE,,组三,组六,FALSE,,6,6,12,2,FALSE,,"19,122","1,040","77,769",346,0,173,"59,757,854",https://pdf.sporttery.cn/28200/24002/24002.pdf
24001,2024-1-1,4,0,3,4,7,31306,1,TRUE,,组六,组六,TRUE,,0,6,6,6,FALSE,,"11,897","1,040",0,346,"38,594",173,"60,811,786",https://pdf.sporttery.cn/28200/24001/24001.pdf
23351,2023-12-31,5,7,1,6,13,10736,0,TRUE,,组六,组六,TRUE,,3,6,9,9,FALSE,,"10,041","1,040",0,346,"25,493",173,"65,776,766",https://pdf.sporttery.cn/28200/23351/23351.pdf
23350,2023-12-30,1,9,7,8,17,50666,0,TRUE,,组六,组六,TRUE,,6,6,12,2,FALSE,,"15,097","1,040",0,346,"44,152",173,"63,732,250",https://pdf.sporttery.cn/28200/23350/23350.pdf
23349,2023-12-29,9,2,3,7,14,32736,2,FALSE,,组六,组六,TRUE,,3,6,9,9,TRUE,,"29,089","1,040",0,346,"36,118",173,"70,571,356",https://pdf.sporttery.cn/28200/23349/23349.pdf
23348,2023-12-28,5,9,7,4,21,40711,0,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"17,316","1,040",0,346,"39,008",173,"70,631,074",https://pdf.sporttery.cn/28200/23348/23348.pdf
23347,2023-12-27,7,4,2,5,13,14091,4,FALSE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"45,283","1,040",0,346,"55,247",173,"68,569,754",https://pdf.sporttery.cn/28200/23347/23347.pdf
23346,2023-12-26,2,5,8,6,15,37191,7,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"28,807","1,040",0,346,"50,799",173,"65,801,756",https://pdf.sporttery.cn/28200/23346/23346.pdf
23345,2023-12-25,6,7,8,2,21,43956,3,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"20,317","1,040",0,346,"35,503",173,"65,480,266",https://pdf.sporttery.cn/28200/23345/23345.pdf
23344,2023-12-24,8,0,1,8,9,40051,0,FALSE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"22,148","1,040",0,346,"25,048",173,"62,423,780",https://pdf.sporttery.cn/28200/23344/23344.pdf
23343,2023-12-23,7,3,0,7,10,53691,3,FALSE,,组六,组六,TRUE,,9,1,10,0,TRUE,,"19,352","1,040",0,346,"22,974",173,"58,824,092",https://pdf.sporttery.cn/28200/23343/23343.pdf
23342,2023-12-22,9,7,8,2,24,18656,8,FALSE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"23,705","1,040",0,346,"34,996",173,"64,658,370",https://pdf.sporttery.cn/28200/23342/23342.pdf
23341,2023-12-21,3,4,1,3,8,4796,7,TRUE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"11,910","1,040",0,346,"37,375",173,"62,839,516",https://pdf.sporttery.cn/28200/23341/23341.pdf
23340,2023-12-20,0,8,9,9,17,26411,6,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"7,149","1,040",0,346,"26,075",173,"64,295,280",https://pdf.sporttery.cn/28200/23340/23340.pdf
23339,2023-12-19,4,8,2,6,14,20801,0,TRUE,,组六,组六,TRUE,,0,1,1,1,FALSE,,"8,307","1,040",0,346,"26,844",173,"60,343,040",https://pdf.sporttery.cn/28200/23339/23339.pdf
23338,2023-12-18,3,8,0,8,11,46431,6,TRUE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"14,189","1,040",0,346,"26,890",173,"54,979,868",https://pdf.sporttery.cn/28200/23338/23338.pdf
23337,2023-12-17,8,4,6,4,18,45056,5,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"15,805","1,040",0,346,"117,166",173,"53,162,390",https://pdf.sporttery.cn/28200/23337/23337.pdf
23336,2023-12-16,8,2,1,7,11,2486,4,TRUE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"12,736","1,040",0,346,"44,631",173,"51,766,742",https://pdf.sporttery.cn/28200/23336/23336.pdf
23335,2023-12-15,0,4,7,7,11,32186,2,TRUE,,组六,组六,TRUE,,8,6,14,4,TRUE,,"19,401","1,040",0,346,"55,905",173,"53,332,288",https://pdf.sporttery.cn/28200/23335/23335.pdf
23334,2023-12-14,5,8,7,3,20,54296,4,TRUE,,组六,组六,TRUE,,9,6,15,5,TRUE,,"12,568","1,040",0,346,"63,594",173,"51,984,636",https://pdf.sporttery.cn/28200/23334/23334.pdf
23333,2023-12-13,9,8,9,1,26,36586,6,TRUE,,组三,组六,FALSE,,8,6,14,4,FALSE,,"19,639","1,040","28,392",346,0,173,"50,546,912",https://pdf.sporttery.cn/28200/23333/23333.pdf
23332,2023-12-12,6,6,7,1,19,22011,2,TRUE,,组三,组六,FALSE,,1,1,2,2,FALSE,,"17,037","1,040","41,282",346,0,173,"52,259,850",https://pdf.sporttery.cn/28200/23332/23332.pdf
23331,2023-12-11,4,0,2,4,6,29106,9,TRUE,,组六,组六,TRUE,,0,6,6,6,FALSE,,"8,230","1,040",0,346,"36,530",173,"50,444,706",https://pdf.sporttery.cn/28200/23331/23331.pdf
23330,2023-12-10,5,3,1,4,9,15796,5,FALSE,,组六,组六,TRUE,,9,6,15,5,TRUE,,"17,272","1,040",0,346,"50,571",173,"48,127,612",https://pdf.sporttery.cn/28200/23330/23330.pdf
23329,2023-12-9,2,8,9,7,19,48411,8,FALSE,,组六,组六,TRUE,,1,1,2,2,TRUE,,"17,834","1,040",0,346,"43,872",173,"48,046,932",https://pdf.sporttery.cn/28200/23329/23329.pdf
23328,2023-12-8,8,8,2,6,18,17171,7,TRUE,,组三,组六,FALSE,,7,1,8,8,TRUE,,"18,024","1,040","39,433",346,0,173,"53,323,646",https://pdf.sporttery.cn/28200/23328/23328.pdf
23327,2023-12-7,3,1,4,3,8,43351,3,FALSE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"12,663","1,040",0,346,"37,086",173,"51,092,342",https://pdf.sporttery.cn/28200/23327/23327.pdf
23326,2023-12-6,7,9,0,9,16,39336,9,FALSE,,组六,组六,TRUE,,3,6,9,9,TRUE,,"6,241","1,040",0,346,"25,165",173,"49,016,402",https://pdf.sporttery.cn/28200/23326/23326.pdf
23325,2023-12-5,7,1,7,6,15,33011,3,TRUE,,组三,组六,FALSE,,1,1,2,2,FALSE,,"17,299","1,040","34,231",346,0,173,"51,708,574",https://pdf.sporttery.cn/28200/23325/23325.pdf
23324,2023-12-4,6,0,2,6,8,51876,1,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"19,235","1,040",0,346,"46,229",173,"51,760,486",https://pdf.sporttery.cn/28200/23324/23324.pdf
23323,2023-12-3,9,4,5,5,18,9471,4,FALSE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"18,370","1,040",0,346,"47,828",173,"48,415,668",https://pdf.sporttery.cn/28200/23323/23323.pdf
23322,2023-12-2,1,7,4,6,12,11506,1,FALSE,,组六,组六,TRUE,,0,6,6,6,FALSE,,"12,837","1,040",0,346,"33,230",173,"46,552,210",https://pdf.sporttery.cn/28200/23322/23322.pdf
23321,2023-12-1,2,1,1,1,4,38236,8,TRUE,,组三,组六,FALSE,,3,6,9,9,FALSE,,"20,097","1,040","68,484",346,0,173,"58,858,228",https://pdf.sporttery.cn/28200/23321/23321.pdf
23320,2023-11-30,6,9,7,3,22,52976,2,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"9,889","1,040",0,346,"22,831",173,"50,858,744",https://pdf.sporttery.cn/28200/23320/23320.pdf
23319,2023-11-29,9,6,5,4,20,43351,3,TRUE,,组六,组六,TRUE,,5,1,6,6,TRUE,,"35,486","1,040",0,346,"75,880",173,"48,971,310",https://pdf.sporttery.cn/28200/23319/23319.pdf
23318,2023-11-28,7,9,0,9,16,21736,1,TRUE,,组六,组六,TRUE,,3,6,9,9,TRUE,,"8,407","1,040",0,346,"37,274",173,"49,704,380",https://pdf.sporttery.cn/28200/23318/23318.pdf
23317,2023-11-27,3,9,7,6,19,12771,2,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"10,779","1,040",0,346,"45,588",173,"49,430,502",https://pdf.sporttery.cn/28200/23317/23317.pdf
23316,2023-11-26,2,3,4,2,9,40986,0,TRUE,,组六,组六,TRUE,,8,6,14,4,TRUE,,"19,324","1,040",0,346,"43,805",173,"48,912,696",https://pdf.sporttery.cn/28200/23316/23316.pdf
23315,2023-11-25,7,4,7,3,18,19426,9,TRUE,,组三,组六,FALSE,,2,6,8,8,FALSE,,"9,995","1,040","12,050",346,0,173,"48,395,200",https://pdf.sporttery.cn/28200/23315/23315.pdf
23314,2023-11-24,3,5,5,2,13,22671,2,TRUE,,组三,组六,FALSE,,7,1,8,8,FALSE,,"18,808","1,040","25,640",346,0,173,"51,179,774",https://pdf.sporttery.cn/28200/23314/23314.pdf
23313,2023-11-23,4,1,4,3,9,24211,4,FALSE,,组三,组六,FALSE,,1,1,2,2,FALSE,,"11,186","1,040","16,717",346,0,173,"52,956,700",https://pdf.sporttery.cn/28200/23313/23313.pdf
23312,2023-11-22,4,4,2,2,10,31966,1,TRUE,,组三,组六,FALSE,,6,6,12,2,TRUE,,"13,202","1,040","72,318",346,0,173,"60,656,488",https://pdf.sporttery.cn/28200/23312/23312.pdf
23311,2023-11-21,5,8,3,5,16,22836,2,TRUE,,组六,组六,TRUE,,3,6,9,9,FALSE,,"36,763","1,040",0,346,"69,709",173,"54,697,254",https://pdf.sporttery.cn/28200/23311/23311.pdf
23310,2023-11-20,4,1,7,6,12,17996,7,FALSE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"17,972","1,040",0,346,"54,060",173,"53,748,468",https://pdf.sporttery.cn/28200/23310/23310.pdf
23309,2023-11-19,3,2,9,7,14,33946,3,FALSE,,组六,组六,TRUE,,4,6,10,0,FALSE,,"12,173","1,040",0,346,"33,218",173,"50,161,540",https://pdf.sporttery.cn/28200/23309/23309.pdf
23308,2023-11-18,6,1,9,8,16,51381,1,FALSE,,组六,组六,TRUE,,8,1,9,9,TRUE,,"17,319","1,040",0,346,"32,961",173,"48,528,370",https://pdf.sporttery.cn/28200/23308/23308.pdf
23307,2023-11-17,9,3,6,6,18,18051,8,TRUE,,组六,组六,TRUE,,5,1,6,6,TRUE,,"12,227","1,040",0,346,"44,362",173,"49,712,914",https://pdf.sporttery.cn/28200/23307/23307.pdf
23306,2023-11-16,3,3,0,3,6,37246,7,TRUE,,组三,组六,FALSE,,4,6,10,0,TRUE,,"13,717","1,040","33,029",346,0,173,"49,124,776",https://pdf.sporttery.cn/28200/23306/23306.pdf
23305,2023-11-15,6,7,9,3,22,39941,9,FALSE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"16,248","1,040",0,346,"38,583",173,"50,319,282",https://pdf.sporttery.cn/28200/23305/23305.pdf
23304,2023-11-14,7,2,8,6,17,31361,1,TRUE,,组六,组六,TRUE,,6,1,7,7,TRUE,,"18,350","1,040",0,346,"36,349",173,"46,720,434",https://pdf.sporttery.cn/28200/23304/23304.pdf
23303,2023-11-13,5,7,2,5,14,8756,7,FALSE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"25,390","1,040",0,346,"81,062",173,"47,224,154",https://pdf.sporttery.cn/28200/23303/23303.pdf
23302,2023-11-12,1,6,1,5,8,2156,1,FALSE,,组三,组六,FALSE,,5,6,11,1,TRUE,,"9,979","1,040","21,345",346,0,173,"44,554,452",https://pdf.sporttery.cn/28200/23302/23302.pdf
23301,2023-11-11,0,4,1,4,5,16181,6,TRUE,,组六,组六,TRUE,,8,1,9,9,FALSE,,"8,336","1,040",0,346,"33,661",173,"43,892,668",https://pdf.sporttery.cn/28200/23301/23301.pdf
23300,2023-11-10,2,9,6,7,17,44341,4,TRUE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"24,539","1,040",0,346,"55,177",173,"46,239,376",https://pdf.sporttery.cn/28200/23300/23300.pdf
23299,2023-11-9,8,0,8,8,16,19976,9,TRUE,,组三,组六,FALSE,,7,6,13,3,FALSE,,"17,176","1,040","26,169",346,0,173,"46,134,148",https://pdf.sporttery.cn/28200/23299/23299.pdf
23298,2023-11-8,3,6,5,3,14,41756,1,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"12,790","1,040",0,346,"72,314",173,"45,525,366",https://pdf.sporttery.cn/28200/23298/23298.pdf
23297,2023-11-7,7,6,1,6,14,44286,4,TRUE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"9,178","1,040",0,346,"41,023",173,"43,712,368",https://pdf.sporttery.cn/28200/23297/23297.pdf
23296,2023-11-6,8,0,7,8,15,48411,8,FALSE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"8,652","1,040",0,346,"35,910",173,"44,663,386",https://pdf.sporttery.cn/28200/23296/23296.pdf
23295,2023-11-5,8,8,2,6,18,36586,6,TRUE,,组三,组六,FALSE,,8,6,14,4,FALSE,,"17,911","1,040","21,006",346,0,173,"43,883,892",https://pdf.sporttery.cn/28200/23295/23295.pdf
23294,2023-11-4,6,6,7,1,19,23771,3,TRUE,,组三,组六,FALSE,,7,1,8,8,FALSE,,"20,047","1,040","20,147",346,0,173,"44,947,250",https://pdf.sporttery.cn/28200/23294/23294.pdf
23293,2023-11-3,4,3,4,1,11,53141,3,FALSE,,组三,组六,FALSE,,4,1,5,5,FALSE,,"14,520","1,040","29,837",346,0,173,"49,618,996",https://pdf.sporttery.cn/28200/23293/23293.pdf
23292,2023-11-2,9,6,8,3,23,8151,1,TRUE,,组六,组六,TRUE,,5,1,6,6,TRUE,,"7,873","1,040",0,346,"40,924",173,"48,271,090",https://pdf.sporttery.cn/28200/23292/23292.pdf
23291,2023-11-1,1,5,0,5,6,8371,3,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"6,228","1,040",0,346,"24,672",173,"46,377,736",https://pdf.sporttery.cn/28200/23291/23291.pdf
23290,2023-10-31,1,5,4,4,10,54791,4,FALSE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"9,700","1,040",0,346,"53,676",173,"48,604,128",https://pdf.sporttery.cn/28200/23290/23290.pdf
23289,2023-10-30,9,9,8,1,26,17171,7,TRUE,,组三,组六,FALSE,,7,1,8,8,TRUE,,"26,768","1,040","23,567",346,0,173,"48,265,854",https://pdf.sporttery.cn/28200/23289/23289.pdf
23288,2023-10-29,3,1,4,3,8,49071,9,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"8,416","1,040",0,346,"30,123",173,"46,587,866",https://pdf.sporttery.cn/28200/23288/23288.pdf
23287,2023-10-28,8,9,4,5,21,6281,2,TRUE,,组六,组六,TRUE,,8,1,9,9,TRUE,,"17,636","1,040",0,346,"47,980",173,"45,505,646",https://pdf.sporttery.cn/28200/23287/23287.pdf
23286,2023-10-27,1,1,6,5,8,39281,9,TRUE,,组三,组六,FALSE,,8,1,9,9,FALSE,,"11,254","1,040","36,498",346,0,173,"53,000,594",https://pdf.sporttery.cn/28200/23286/23286.pdf
23285,2023-10-26,7,1,6,6,14,20911,0,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"23,357","1,040",0,346,"93,366",173,"52,137,148",https://pdf.sporttery.cn/28200/23285/23285.pdf
23284,2023-10-25,3,8,2,6,13,1496,4,TRUE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"12,265","1,040",0,346,"46,690",173,"50,960,696",https://pdf.sporttery.cn/28200/23284/23284.pdf
23283,2023-10-24,0,2,9,9,11,16841,6,TRUE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"14,280","1,040",0,346,"38,152",173,"48,598,280",https://pdf.sporttery.cn/28200/23283/23283.pdf
23282,2023-10-23,3,0,8,8,11,18821,8,FALSE,,组六,组六,TRUE,,2,1,3,3,TRUE,,"8,340","1,040",0,346,"35,015",173,"49,118,622",https://pdf.sporttery.cn/28200/23282/23282.pdf
23281,2023-10-22,3,4,4,1,11,32956,2,TRUE,,组三,组六,FALSE,,5,6,11,1,FALSE,,"10,211","1,040","21,449",346,0,173,"47,887,100",https://pdf.sporttery.cn/28200/23281/23281.pdf
23280,2023-10-21,6,0,1,6,7,21406,1,FALSE,,组六,组六,TRUE,,0,6,6,6,TRUE,,"13,453","1,040",0,346,"29,942",173,"48,722,234",https://pdf.sporttery.cn/28200/23280/23280.pdf
23279,2023-10-20,3,9,1,8,13,3751,7,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"18,044","1,040",0,346,"65,281",173,"50,569,906",https://pdf.sporttery.cn/28200/23279/23279.pdf
23278,2023-10-19,0,7,0,7,7,1441,4,TRUE,,组三,组六,FALSE,,4,1,5,5,FALSE,,"9,384","1,040","14,135",346,0,173,"52,057,380",https://pdf.sporttery.cn/28200/23278/23278.pdf
23277,2023-10-18,0,2,8,8,10,33231,3,TRUE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"20,449","1,040",0,346,"81,441",173,"50,228,218",https://pdf.sporttery.cn/28200/23277/23277.pdf
23276,2023-10-17,6,0,6,6,12,54021,4,TRUE,,组三,组六,FALSE,,2,1,3,3,FALSE,,"7,211","1,040","10,049",346,0,173,"47,239,276",https://pdf.sporttery.cn/28200/23276/23276.pdf
23275,2023-10-16,9,8,4,5,21,36696,6,TRUE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"11,998","1,040",0,346,"45,114",173,"47,091,170",https://pdf.sporttery.cn/28200/23275/23275.pdf
23274,2023-10-15,6,6,9,3,21,6556,5,TRUE,,组三,组六,FALSE,,5,6,11,1,FALSE,,"11,997","1,040","10,112",346,0,173,"47,118,100",https://pdf.sporttery.cn/28200/23274/23274.pdf
23273,2023-10-14,1,2,1,1,4,22946,2,FALSE,,组三,组六,FALSE,,4,6,10,0,FALSE,,"15,757","1,040","13,719",346,0,173,"48,853,114",https://pdf.sporttery.cn/28200/23273/23273.pdf
23272,2023-10-13,4,1,9,8,14,5181,1,FALSE,,组六,组六,TRUE,,8,1,9,9,TRUE,,"21,177","1,040",0,346,"46,755",173,"48,396,382",https://pdf.sporttery.cn/28200/23272/23272.pdf
23271,2023-10-12,0,9,6,9,15,19426,9,FALSE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"12,186","1,040",0,346,"57,663",173,"49,327,192",https://pdf.sporttery.cn/28200/23271/23271.pdf
23270,2023-10-11,3,5,5,2,13,12771,2,TRUE,,组三,组六,FALSE,,7,1,8,8,FALSE,,"11,819","1,040","17,331",346,0,173,"48,467,384",https://pdf.sporttery.cn/28200/23270/23270.pdf
23269,2023-10-10,2,3,4,2,9,53526,3,FALSE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"19,689","1,040",0,346,"63,007",173,"48,250,632",https://pdf.sporttery.cn/28200/23269/23269.pdf
23268,2023-10-9,9,7,5,4,21,30371,0,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"47,260","1,040",0,346,"58,487",173,"48,633,398",https://pdf.sporttery.cn/28200/23268/23268.pdf
23267,2023-10-8,5,5,4,1,14,7216,2,TRUE,,组三,组六,FALSE,,1,6,7,7,FALSE,,"21,764","1,040","27,224",346,0,173,"45,119,698",https://pdf.sporttery.cn/28200/23267/23267.pdf
23266,2023-10-7,1,3,3,2,7,12221,2,TRUE,,组三,组六,FALSE,,2,1,3,3,TRUE,,"15,996","1,040","17,872",346,0,173,"43,932,650",https://pdf.sporttery.cn/28200/23266/23266.pdf
23265,2023-10-6,2,2,4,2,8,50776,0,TRUE,,组三,组六,FALSE,,7,6,13,3,FALSE,,"9,041","1,040","10,578",346,0,173,"44,545,376",https://pdf.sporttery.cn/28200/23265/23265.pdf
23264,2023-10-5,9,2,5,7,16,54516,4,TRUE,,组六,组六,TRUE,,1,6,7,7,FALSE,,"10,112","1,040",0,346,"38,218",173,"42,152,220",https://pdf.sporttery.cn/28200/23264/23264.pdf
23263,2023-9-30,9,9,3,6,21,39336,9,FALSE,,组三,组六,FALSE,,3,6,9,9,TRUE,,"6,140","1,040","8,583",346,0,173,"45,007,320",https://pdf.sporttery.cn/28200/23263/23263.pdf
23262,2023-9-29,7,1,7,6,15,51051,1,FALSE,,组三,组六,FALSE,,5,1,6,6,FALSE,,"22,846","1,040","27,098",346,0,173,"44,906,558",https://pdf.sporttery.cn/28200/23262/23262.pdf
23261,2023-9-28,9,3,0,9,12,13486,3,FALSE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"12,713","1,040",0,346,"35,676",173,"46,796,910",https://pdf.sporttery.cn/28200/23261/23261.pdf
23260,2023-9-27,2,4,7,5,13,4741,7,FALSE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"23,155","1,040",0,346,"109,190",173,"46,349,580",https://pdf.sporttery.cn/28200/23260/23260.pdf
23259,2023-9-26,0,8,8,8,16,50226,0,FALSE,,组三,组六,FALSE,,2,6,8,8,TRUE,,"11,998","1,040","30,423",346,0,173,"49,708,224",https://pdf.sporttery.cn/28200/23259/23259.pdf
